sales,demand_proxy,date,tv_spend_raw,social_spend_raw,search_spend_raw
427.20320402311177,261.61693290335455,2021-11-21,3382.0308301424625,4571.589522708193,3575.1634951001347
508.8605986226798,367.60062229205863,2021-11-28,3622.426540214036,4931.6965609888475,5121.171033038107
545.1377877050527,348.204563615796,2021-12-05,4148.944070696142,3806.1761404496056,7394.496502903442
465.6498175522106,263.58352277508277,2021-12-12,3314.7290877665637,4686.689581911323,3113.6605604473357
504.2495383513608,379.2469031367545,2021-12-19,4274.858238576553,4828.201468881477,6591.114653334709
547.3558633307453,383.88120384465986,2021-12-26,3261.682782188399,5862.858007595682,7697.179222966352
445.38747503088666,280.9305963045257,2022-01-02,1902.5042772751963,5214.26066907435,5757.83155260617
611.8779173452352,367.78110229448316,2022-01-09,4083.8091357151684,7135.487596647251,9069.619072870822
630.442387572102,438.39495388123254,2022-01-16,4837.61611948971,5150.19778816178,7315.69396996932
568.9726056014299,452.50260333045884,2022-01-23,3684.0193744793,4496.9795496898805,11046.8585869445
846.7000072079611,649.104501476191,2022-01-30,6288.2191020532955,7976.921436428574,15445.916901206705
706.5444399587668,463.9956490845833,2022-02-06,8001.955053383109,5599.285740038174,7351.542952780157
570.0153094248622,358.5632101390201,2022-02-13,4863.79562710457,3018.383433528434,7511.230042580264
518.4940695671535,368.3246445702917,2022-02-20,2128.323460453393,4698.253638094947,5836.802600312623
545.0009963945237,323.0076216719183,2022-02-27,4570.719899371079,3271.0687854758357,10558.761880917014
482.3930745105803,407.7396368668049,2022-03-06,1247.202871603665,3347.6063818798616,6930.31987012193
695.1544293248306,552.6781044198065,2022-03-13,6239.076042214081,4956.217861707045,6732.27385501457
507.80267964339697,388.18227289376597,2022-03-20,3964.1284930051506,3558.160674037555,8695.895032231845
576.0002347427873,387.9500466073027,2022-03-27,4143.353217581384,4072.156271415133,9730.054773229944
510.79961459974203,399.91154224008466,2022-04-03,2612.409659029157,4016.0309684546432,6918.295705773169
702.7642482407855,563.7984867712393,2022-04-10,3718.32617014014,7294.904530047501,8891.171402678365
433.58465233617034,238.77152546711758,2022-04-17,3169.0566072483202,5263.8861639186225,4931.856681355431
528.9535511089599,393.78684747187214,2022-04-24,3165.0068050137215,3467.6049460854697,7615.997771494535
596.6501641201112,424.8851532317709,2022-05-01,5153.451379065024,8142.498427617655,5621.238062641558
658.615291257786,429.15749822779577,2022-05-08,3701.487729876476,7904.82232668504,14038.665708381928
668.625133806032,451.42226712813346,2022-05-15,4172.658780628199,8148.550998612414,9157.788043925084
597.85039637332,416.3518129295912,2022-05-22,4898.475621882651,5529.046292099608,13256.841280058648
728.5966073235205,515.382557882076,2022-05-29,5120.786364514605,8207.433372038968,8943.569681142377
652.5081932209092,402.49239875189426,2022-06-05,4251.115468375614,7845.176539042927,8386.694604037508
918.5366988021085,698.9923365594733,2022-06-12,7133.308789786755,11762.796219127044,12032.299988162718
433.73815467321583,265.2372222165714,2022-06-19,2885.2756387018835,3493.224975835702,6597.064637681034
680.1457687614086,480.68821430186887,2022-06-26,4571.947755812208,8590.847251944278,12191.946154990264
474.6506309477782,301.9542871921963,2022-07-03,3193.797495168719,6105.345171417537,6547.772022755367
491.33319962925754,334.80412066893786,2022-07-10,3092.7767705492865,6205.676432809984,8595.754076362282
837.7985707446372,578.3372941298504,2022-07-17,6688.809306087085,10816.263640214642,16044.236163677457
804.2487075070312,519.0621934139809,2022-07-24,6171.223947928451,6974.549844129726,14769.086380104012
351.320769883897,189.67788502738873,2022-07-31,2358.700558177189,3077.4843997753965,3585.5998452707586
530.9912595099721,405.74936184035374,2022-08-07,4535.097424538469,5722.08599954524,4799.812615095178
521.3910995192834,302.1214465118297,2022-08-14,2614.6759831002614,4889.552354236185,3876.237890543321
261.9998990271034,178.88141108936694,2022-08-21,1005.843602936693,2712.530361913779,1908.7506189426842
519.2708734378631,321.9578622102369,2022-08-28,3461.410335848612,5928.998738761189,6811.481762404699
575.8008092936698,351.6990125031792,2022-09-04,3975.9267156645633,6192.664414748995,5141.221077918635
574.8254104353359,360.39405400683665,2022-09-11,4563.178779629997,5740.630892319738,7754.067362336953
293.0309658319792,174.70265906568667,2022-09-18,1136.9714112475108,2661.303829258628,5193.021957567752
671.8290926606575,525.6496329107628,2022-09-25,5181.650432828868,7422.0738102829655,9338.504727541871
568.7964607966439,335.781982831592,2022-10-02,4573.178296820048,5399.955779382479,3498.7924324304763
528.4470042862982,438.21093520603415,2022-10-09,1912.5781280418812,4913.999939655496,9400.114381602294
452.14420332568847,344.1996574530884,2022-10-16,3485.496830468895,4554.245566885783,5749.795627982627
637.2451718179,451.58591914259716,2022-10-23,6495.681430250676,4550.494238201608,7781.696220688063
653.9904314722318,467.6384274152784,2022-10-30,4996.296613153801,3198.8473826639365,8849.182039994977
491.06085723530407,312.5310913377637,2022-11-06,2530.8133300334557,4845.480128558402,4162.1920805557365
556.3145549661565,430.99503547911877,2022-11-13,3366.095761220479,3945.8525935589582,8186.468081069595
701.4097311770511,489.0412225304675,2022-11-20,4747.787490795222,10880.36182454217,11912.912620169944
346.49938366419724,242.94197762067728,2022-11-27,1795.5871216199482,3886.2474698951714,2948.6637209556297
575.4712846551355,396.571962214028,2022-12-04,164.693994697921,8778.380156475632,9971.84048886946
359.5758184837367,241.8865553468753,2022-12-11,3299.501730442887,4195.9482032549495,5424.649570279861
463.7398187423195,332.8307922778605,2022-12-18,2872.5603178876772,4528.128228932308,5541.861815090148
670.9200521548297,439.12088142646746,2022-12-25,4539.9129536699775,8277.741890600697,12500.155437442336
618.2820575081776,505.7167091530589,2023-01-01,5427.6449841153035,7367.478113685419,5543.831570426717
579.5252500705258,417.22836696561933,2023-01-08,4345.240762318668,3571.562715589785,9188.466533797098
610.312842522744,449.0319774157072,2023-01-15,3608.3104977370767,7835.123384518529,8091.998806669543
741.918834180864,485.5176971602536,2023-01-22,5284.42053378564,5961.514042267913,10603.091420443841
744.0968642226075,496.9318197392393,2023-01-29,6216.725630380347,5194.339801959911,11961.586102571036
597.4741440458597,395.4152616134738,2023-02-05,4569.145236058214,7189.581756300639,8345.2907720269
692.2351161162787,476.11805741266653,2023-02-12,4766.181165918606,6281.551795846339,4159.098797357283
615.9371505977364,460.5679749715653,2023-02-19,5379.8383321622005,4637.589148064953,5308.044425123467
1011.4065860081985,758.4192080078801,2023-02-26,8976.969727017207,14782.503751085353,9820.611840241132
611.3442263803112,383.74122319872356,2023-03-05,3553.975167458959,2935.932607938373,7736.605969514136
646.0495708396197,471.4217867397871,2023-03-12,3229.352207364594,5334.0637373528025,11414.592127836115
681.3333132074059,462.0008132755341,2023-03-19,5071.98695855387,9263.586743974998,12170.163832523504
699.6123282774631,447.61390852027824,2023-03-26,5341.3478249253485,12297.454797274615,10935.790987664626
736.3276503651452,455.5820277306315,2023-04-02,4436.939937865988,7869.962287823402,10835.13681014198
749.1089016342249,484.6693790759094,2023-04-09,4597.106023269644,10106.792208100918,7498.338797862987
517.5360941431356,347.12579799322356,2023-04-16,3946.658217177429,3574.276468021794,9209.174397807148
662.0574483803131,489.1672556335244,2023-04-23,4650.5352002025365,10809.180888861687,9164.95626400246
549.3790866528254,332.6339979752329,2023-04-30,5185.360962593791,4547.261850802321,4631.153107540321
805.7228853548756,698.1570344922247,2023-05-07,7186.249082856829,1448.943073442164,10132.869013784866
1060.0319381810887,756.6697203495889,2023-05-14,12745.88174994686,11512.768385600668,20292.767540820092
935.0439597997824,551.8736861842158,2023-05-21,7325.0209207644875,9888.014129647072,18081.491782385478
751.3783204826681,542.2122064894403,2023-05-28,3840.232434472237,6025.318920281805,7555.14889640471
842.1871911636579,641.4163213562127,2023-06-04,5542.579539831759,9521.421985218109,19237.12974883869
746.301414688629,512.888793491833,2023-06-11,4853.654435530457,10447.335045998425,12726.913070314451
847.8456833057962,793.869078976836,2023-06-18,3195.4606250066086,5754.273925743406,15085.227020542654
766.8178219801005,557.7958753384747,2023-06-25,6509.4288485032575,9334.205604118446,7025.129024399787
652.3654701845264,486.6284964424703,2023-07-02,4548.920362993433,4721.892651829784,14703.45357826792
542.4489243877057,352.5913231737169,2023-07-09,3497.6854698140264,7638.196010873533,6931.586177350081
573.1910625433147,435.49598268909006,2023-07-16,3307.8610649175134,6967.936493576327,6143.453784525739
660.0828712371199,370.79132152672696,2023-07-23,3257.957771408997,6188.639454029236,8482.94120969235
484.58278749126305,301.19319554764303,2023-07-30,3079.8361844367123,5350.502632259661,6381.568757856722
578.2730484065156,410.4359994409025,2023-08-06,3140.8600694680595,5643.118207093242,5987.809037937641
803.8825922870817,607.7534621819796,2023-08-13,5804.678604075953,10367.512096269355,13703.401642659242
633.0219618636077,452.81346006896996,2023-08-20,3236.106341208768,6617.791165545742,8576.295755156943
848.6951034223505,706.6372300274605,2023-08-27,3667.133286061387,13315.355811036172,6123.471975958689
834.3170109438307,602.3586468252286,2023-09-03,5981.237833695079,15692.473554347554,8582.76828630077
611.3705249206128,415.1165648543428,2023-09-10,4303.295147555455,6727.489057254509,5364.915782871816
469.71350863163127,294.3899496196489,2023-09-17,3474.0647035666275,5653.88808718649,4526.621499939827
617.535022367751,436.7715220400009,2023-09-24,4369.908159594982,7175.722871267456,7177.367764215604
576.5262864105594,419.12617246127957,2023-10-01,5571.945044246546,4922.935046692939,8175.74278384008
673.5923867993015,509.95769938415475,2023-10-08,3836.829118593404,8142.772028186475,8644.645055039418
862.3384630115817,652.5299087377382,2023-10-15,7994.178558768151,11633.381213758134,11322.932047603606
514.5047418178691,320.79982668248755,2023-10-22,2308.0729443056875,6182.858402358458,5096.131110259761
587.2079129093408,377.2689601668443,2023-10-29,3224.534220938338,6367.565584547394,9779.896943019628
668.4155188238853,458.8208849367329,2023-11-05,4223.983705902788,6887.972160442943,8829.905418381108
813.5352235032196,586.1317751330639,2023-11-12,5242.9303413575635,13159.274324345723,18088.903771172354
758.6705851196232,591.0429180494293,2023-11-19,7423.27660871311,9763.455537578247,7451.072462661287
743.6180758770645,517.0523016441417,2023-11-26,4065.8309044698512,10716.104909150234,9975.069784073296
822.3143939937456,633.2995248011822,2023-12-03,3740.575561278894,7287.215373372526,16792.317339457994
763.5589347846994,438.14470172356164,2023-12-10,6442.185846306142,11242.173091502034,6893.282176828647
646.4687936014301,581.8178162571966,2023-12-17,4555.589865130774,3870.4925373137185,6558.943828607725
680.3977556857709,440.4704255418532,2023-12-24,2637.6169352357297,8490.789890569033,6587.909767849454
