date_week,x1,x2,event_1,event_2,y
2019-03-18,0.21080975627642268,0.0,0.0,0.0,7.906243460425359
2019-03-25,0.42224018631940774,0.0,0.0,0.0,8.39717739461832
2019-04-01,0.09536209427864767,0.0,0.0,0.0,7.0986295097502605
2019-04-08,0.020988127613370877,0.0,0.0,0.0,6.7697059917638525
2019-04-15,0.012954424643584428,0.0,0.0,0.0,6.817282920484173
2019-04-22,0.08940828056335737,0.0,0.0,0.0,6.522658848551326
2019-04-29,0.42009133125370035,0.0,0.0,0.0,7.979018629396509
2019-05-06,0.23285401664111366,0.0,0.0,0.0,8.41405224545062
2019-05-13,0.11605914565270886,0.0,1.0,0.0,4.539637807573866
2019-05-20,0.1835084059693981,0.9227371002557438,0.0,0.0,11.184222808861087
2019-05-27,0.2042768552184534,0.0,0.0,0.0,10.329168568242183
2019-06-03,0.21383277281468394,0.0,0.0,0.0,9.697442677592875
2019-06-10,0.9968270181986583,0.0,0.0,0.0,9.82691200106623
2019-06-17,0.2297197498234264,0.0,0.0,0.0,9.83409777090105
2019-06-24,0.016477758685178034,0.8585683110611677,0.0,0.0,11.144374544405391
2019-07-01,0.40856460433404895,0.0,0.0,0.0,9.977075338185156
2019-07-08,0.29833009430564583,0.0,0.0,0.0,8.969678337784542
2019-07-15,0.10400413547155973,0.0,0.0,0.0,7.208776676877607
2019-07-22,0.3474355020181837,0.0,0.0,0.0,6.226878677037535
2019-07-29,0.31552515760848704,0.0,0.0,0.0,5.842286527367643
2019-08-05,0.20595071845216018,0.0,0.0,0.0,4.894287982252744
2019-08-12,0.09186862452783312,0.0,0.0,0.0,3.8806059748460138
2019-08-19,0.05412440811660951,0.0,0.0,0.0,3.474073534351976
2019-08-26,0.9433123232536427,0.0,0.0,0.0,3.4856316789494066
2019-09-02,0.298818426047617,0.0,0.0,0.0,3.174080929648739
2019-09-09,0.9098015957016453,0.0,0.0,0.0,2.5760859307059296
2019-09-16,0.9772612552770962,0.0,0.0,0.0,2.5976161825577346
2019-09-23,0.11298307350209508,0.0,0.0,0.0,1.8502527382096319
2019-09-30,0.02652683081251661,0.9641988361059348,0.0,0.0,4.438305523072254
2019-10-07,0.4058717475877493,0.0,0.0,0.0,3.7148685720833887
2019-10-14,0.11494986904202281,0.0,0.0,0.0,3.502828290867355
2019-10-21,0.4259169609276486,0.0,0.0,0.0,4.00802872207302
2019-10-28,0.2582656946317704,0.0,0.0,0.0,4.244936375127109
2019-11-04,0.20600849616361244,0.0,0.0,0.0,5.151850741174701
2019-11-11,0.09434164415870627,0.0,0.0,0.0,5.829868402341427
2019-11-18,0.3553950379205904,0.0,0.0,0.0,7.436094471474777
2019-11-25,0.09555321541190964,0.0,0.0,0.0,7.517428613179678
2019-12-02,0.3610861688372132,0.0,0.0,0.0,8.829172638102802
2019-12-09,0.436715440743376,0.0,0.0,0.0,9.580340525554858
2019-12-16,0.38324017099884644,0.0,0.0,0.0,10.267817021858784
2019-12-23,0.0834888787927236,0.0,0.0,0.0,10.313539178634613
2019-12-30,0.42949336556410134,0.0,0.0,0.0,10.93164743196541
2020-01-06,0.06125403599046708,0.0,0.0,0.0,11.023597484240364
2020-01-13,0.2863527228798954,0.0,0.0,0.0,10.553862653912269
2020-01-20,0.004485075478291578,0.0,0.0,0.0,10.871624090878766
2020-01-27,0.0329441461703634,0.0,0.0,0.0,9.897498164988386
2020-02-03,0.16925079535073567,0.0,0.0,0.0,9.730935472904507
2020-02-10,0.18973514361006877,0.0,0.0,0.0,9.327217707591037
2020-02-17,0.21477425940032202,0.0,0.0,0.0,8.763783298385114
2020-02-24,0.4375119880471729,0.90621873328193,0.0,0.0,10.256183255626153
2020-03-02,0.33728304999770525,0.8263886927294092,0.0,0.0,9.60551823004045
2020-03-09,0.19986211577917012,0.0,0.0,0.0,8.240991811584584
2020-03-16,0.32443762081683364,0.0,0.0,0.0,7.691316356257306
2020-03-23,0.20679069804581918,0.0,0.0,0.0,7.54156747757488
2020-03-30,0.3083770051065768,0.9747208478342078,0.0,0.0,8.616253681644128
2020-04-06,0.39618425184806283,0.0,0.0,0.0,7.439334958558342
2020-04-13,0.1011093485505054,0.0,0.0,0.0,6.776046481894115
2020-04-20,0.03803165631988936,0.0,0.0,0.0,6.856847184309173
2020-04-27,0.20694574724930265,0.0,0.0,0.0,6.607418175203361
2020-05-04,0.07732399948286461,0.8989428998702295,0.0,0.0,8.618593612440433
2020-05-11,0.3494888143230629,0.0,0.0,0.0,8.435769113594397
2020-05-18,0.19039610050808908,0.0,0.0,0.0,7.765254255560632
2020-05-25,0.03293524120752467,0.0,0.0,0.0,8.436550918980904
2020-06-01,0.057030619847352304,0.0,0.0,0.0,8.089334832115401
2020-06-08,0.21027856684519736,0.0,0.0,0.0,8.503806352802242
2020-06-15,0.06904715052990656,0.0,0.0,0.0,8.273337760081171
2020-06-22,0.3761862282839769,0.0,0.0,0.0,8.029843193100914
2020-06-29,0.991487071813864,0.0,0.0,0.0,7.695100271347986
2020-07-06,0.1708019018952756,0.0,0.0,0.0,7.409999675454957
2020-07-13,0.10652054413555478,0.0,0.0,0.0,7.108081672510756
2020-07-20,0.4254376954018963,0.0,0.0,0.0,6.63291631429048
2020-07-27,0.9875784493536508,0.0,0.0,0.0,5.7144199578267045
2020-08-03,0.43877290772100697,0.8229868860752545,0.0,0.0,6.214565078302117
2020-08-10,0.4244540782203226,0.0,0.0,0.0,4.901154834827346
2020-08-17,0.13330676394252644,0.0,0.0,0.0,3.7897132606614723
2020-08-24,0.09847754859336433,0.0,0.0,0.0,2.723344576998187
2020-08-31,0.2281634072226727,0.0,0.0,0.0,1.9689950216488954
2020-09-07,0.2483209216359562,0.0,0.0,0.0,2.0563115923288504
2020-09-14,0.15746743547467235,0.0,0.0,1.0,7.756597712771327
2020-09-21,0.014375461503140008,0.0,0.0,0.0,1.1954525846715494
2020-09-28,0.21046925037280712,0.0,0.0,0.0,1.669309442674258
2020-10-05,0.9867809310930183,0.9349773245353087,0.0,0.0,3.3728610897482034
2020-10-12,0.09038217773708546,0.0,0.0,0.0,2.947132464270085
2020-10-19,0.09411283648772578,0.9140993107590347,0.0,0.0,4.573544873705504
2020-10-26,0.21362403634024013,0.0,0.0,0.0,4.486837473053619
2020-11-02,0.330970882037821,0.0,0.0,0.0,5.517378357409871
2020-11-09,0.4305383905325115,0.0,0.0,0.0,6.080478112635153
2020-11-16,0.11094663695152973,0.0,0.0,0.0,6.769862072826914
2020-11-23,0.3203574158105715,0.0,0.0,0.0,7.629427636860079
2020-11-30,0.08318780254329378,0.0,0.0,0.0,8.65358947904388
2020-12-07,0.4270787297519985,0.0,0.0,0.0,9.486563973083149
2020-12-14,0.027450884485731242,0.0,0.0,0.0,9.570908652011694
2020-12-21,0.2858273075036708,0.0,0.0,0.0,10.440959509747287
2020-12-28,0.006381772061557156,0.0,0.0,0.0,10.36265719394051
2021-01-04,0.1270739791330816,0.0,0.0,0.0,10.647454513149691
2021-01-11,0.05055618921263649,0.0,0.0,0.0,10.423180593486673
2021-01-18,0.1382818812149037,0.0,0.0,0.0,10.583595131891586
2021-01-25,0.053607247487451326,0.9177799372617035,0.0,0.0,11.440607688968731
2021-02-01,0.40502105950432565,0.0,0.0,0.0,11.153819350958745
2021-02-08,0.3356258594591682,0.0,0.0,0.0,10.313368342637103
2021-02-15,0.2821681387459481,0.0,0.0,0.0,9.592944879212963
2021-02-22,0.29459805546054435,0.0,0.0,0.0,8.930035494371579
2021-03-01,0.0800275256131125,0.0,0.0,0.0,7.842793651352003
2021-03-08,0.431270553102316,0.0,0.0,0.0,8.022179524130427
2021-03-15,0.07057523695066237,0.8821084208203452,0.0,0.0,9.297212582591655
2021-03-22,0.3486121452048272,0.0,0.0,0.0,8.442546108278924
2021-03-29,0.9533894529345222,0.0,0.0,0.0,8.531334289262624
2021-04-05,0.21093030569614518,0.8483786690566818,0.0,0.0,9.435607191681932
2021-04-12,0.3043492785494006,0.8662481270924586,0.0,0.0,9.002710308442472
2021-04-19,0.3026328964783879,0.0,0.0,0.0,8.544492649562146
2021-04-26,0.13142449324639804,0.0,0.0,0.0,8.067867042348771
2021-05-03,0.32166190563724933,0.0,0.0,0.0,8.118452960351169
2021-05-10,0.20850194975372233,0.0,0.0,0.0,8.174210878376206
2021-05-17,0.17126268866258898,0.9349880723563985,0.0,0.0,10.263731418324861
2021-05-24,0.005542057076135809,0.9895796017456745,0.0,0.0,10.268961705183907
2021-05-31,0.236830770086063,0.0,0.0,0.0,10.530800915771712
2021-06-07,0.013270269346051577,0.0,0.0,0.0,9.33044090533055
2021-06-14,0.22738867377815514,0.0,0.0,0.0,8.738310343668672
2021-06-21,0.13453257725508433,0.0,0.0,0.0,8.592848807730073
2021-06-28,0.4441577823302214,0.0,0.0,0.0,8.632313689557009
2021-07-05,0.26016152760955796,0.0,0.0,0.0,7.96032325757199
2021-07-12,0.42044853648298447,0.0,0.0,0.0,7.694115395174851
2021-07-19,0.24287471415987777,0.0,0.0,0.0,6.82189358775751
2021-07-26,0.4235103904595028,0.0,0.0,0.0,6.323307213410655
2021-08-02,0.24857700423047352,0.8754153042504018,0.0,0.0,7.8292981464230404
2021-08-09,0.0413144141030527,0.0,0.0,0.0,6.051882494628156
2021-08-16,0.9224721411659843,0.0,0.0,0.0,5.010504570828033
2021-08-23,0.9363849735468495,0.0,0.0,0.0,4.369816177234423
2021-08-30,0.1268765393862662,0.0,0.0,0.0,3.3178034909844953
